Date,resid
2008-08-18,5.427826726330936
2008-08-19,5.495756483343511
2008-08-20,5.575344087957499
2008-08-21,5.653815208622719
2008-08-22,5.753431195688206
2008-08-25,5.836296928015794
2008-08-26,5.91881941911384
2008-08-27,6.000067891226539
2008-08-28,6.109285514742963
2008-08-29,6.195694208101836
2008-09-02,6.2841964308710985
2008-09-03,6.373166227743493
2008-09-04,6.428594491622216
2008-09-05,6.477937757465791
2008-09-08,6.5516217766481395
2008-09-09,6.596056841759657
2008-09-10,6.648162204264194
2008-09-11,6.709798879228866
2008-09-12,6.78084612644869
2008-09-15,6.804958268474872
2008-09-16,6.827164359918327
2008-09-17,6.813079203789361
2008-09-18,6.8258257811862455
2008-09-19,6.866528294518319
2008-09-22,6.8782846473410535
2008-09-23,6.872451373887962
2008-09-24,6.865847871243537
2008-09-25,6.874670341165329
2008-09-26,6.894444956299413
2008-09-29,6.853017631915167
2008-09-30,6.846038608885414
2008-10-01,6.844920809152438
2008-10-02,6.810421918309952
2008-10-03,6.766838832578397
2008-10-06,6.688698438671209
2008-10-07,6.564726397059801
2008-10-08,6.408070175881827
2008-10-09,6.197260555322394
2008-10-10,5.975886108858062
2008-10-13,5.864890932421768
2008-10-14,5.7453533154450644
2008-10-15,5.551972084943038
2008-10-16,5.4028969906629944
2008-10-17,5.23322117844654
2008-10-20,5.119996796270616
2008-10-21,4.9802410613884565
2008-10-22,4.798018006213742
2008-10-23,4.636898024052908
2008-10-24,4.432047340592915
2008-10-27,4.202054153769122
2008-10-28,4.0785891996121055
2008-10-29,3.9403516268613257
2008-10-30,3.832372510858082
2008-10-31,3.7262339283820807
2008-11-03,3.616686751400479
2008-11-04,3.535620117699287
2008-11-05,3.4245303244449063
2008-11-06,3.268382596870643
2008-11-07,3.1411485919584
2008-11-10,3.0094833935384617
2008-11-12,2.8354913720662847
2008-11-13,2.7125370088177614
2008-11-14,2.554702789463086
2008-11-17,2.3892352276811493
2008-11-18,2.2339925616142136
2008-11-19,2.036251070648086
2008-11-20,1.8018353390782051
2008-11-21,1.622629789580093
2008-11-24,1.4749265949455868
2008-11-25,1.3400532312279287
2008-11-26,1.2301468691596056
2008-11-28,1.1413015081693223
2008-12-01,0.9984816635624499
2008-12-02,0.8712257275215872
2008-12-03,0.7616507798393822
2008-12-04,0.6385587390435843
2008-12-05,0.5402071334838565
2008-12-08,0.4649346002269197
2008-12-09,0.36853337106736084
2008-12-10,0.2731256760628308
2008-12-11,0.1595400304617317
2008-12-12,0.0476313479828635
